STRUCTURE,STRUCTURE_ID,freq,nrg_bal,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,PL,2004,6.882,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,PL,2005,6.867,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,PL,2006,6.859,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,PL,2007,6.903,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,PL,2008,7.686,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,PL,2009,8.676,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,PL,2010,9.281,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,PL,2011,10.337,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,PL,2012,10.955,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,PL,2013,11.452,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,PL,2014,11.605,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,PL,2015,11.881,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,PL,2016,11.396,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,PL,2017,11.059,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,PL,2018,14.936,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,PL,2019,15.377,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,PL,2020,16.102,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,PL,2021,15.613,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,PL,2022,16.879,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,PT,2004,19.205,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,PT,2005,19.523,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,PT,2006,20.792,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,PT,2007,21.907,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,PT,2008,22.929,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,PT,2009,24.405,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,PT,2010,24.15,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,PT,2011,24.603,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,PT,2012,24.574,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,PT,2013,25.699,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,PT,2014,29.508,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,PT,2015,30.514,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,PT,2016,30.864,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,PT,2017,30.611,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,PT,2018,30.203,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,PT,2019,30.623,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,PT,2020,33.982,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,PT,2021,33.982,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,PT,2022,34.677,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,RO,2004,16.811,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,RO,2005,17.571,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,RO,2006,17.096,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,RO,2007,18.195,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,RO,2008,20.204,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,RO,2009,22.157,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,RO,2010,22.834,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,RO,2011,21.743,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,RO,2012,22.825,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,RO,2013,23.886,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,RO,2014,24.845,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,RO,2015,24.785,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,RO,2016,25.032,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,RO,2017,24.454,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,RO,2018,23.875,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,RO,2019,24.29,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,RO,2020,24.478,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,RO,2021,23.871,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,RO,2022,24.14,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,RS,2004,12.724,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,RS,2005,14.257,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,RS,2006,14.542,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,RS,2007,14.327,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,RS,2008,15.888,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,RS,2009,21.024,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,RS,2010,19.763,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,RS,2011,19.118,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,RS,2012,20.79,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,RS,2013,21.095,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,RS,2014,22.864,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,RS,2015,21.989,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,RS,2016,21.147,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,RS,2017,20.287,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,RS,2018,20.32,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,RS,2019,21.443,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,RS,2020,26.297,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,RS,2021,25.255,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,RS,2022,24.67,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SE,2004,38.427,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SE,2005,39.982,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SE,2006,41.734,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SE,2007,43.224,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SE,2008,43.922,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SE,2009,47.024,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SE,2010,46.099,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SE,2011,47.632,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SE,2012,49.403,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SE,2013,50.153,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SE,2014,51.151,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SE,2015,52.22,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SE,2016,52.597,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SE,2017,53.39,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SE,2018,53.916,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SE,2019,55.785,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SE,2020,60.124,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SE,2021,62.686,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SE,2022,66.002,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SI,2004,18.397,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SI,2005,19.809,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SI,2006,18.416,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SI,2007,19.675,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SI,2008,18.646,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SI,2009,20.765,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SI,2010,21.081,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SI,2011,20.937,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SI,2012,21.551,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SI,2013,23.16,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SI,2014,22.459,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SI,2015,22.879,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SI,2016,21.975,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SI,2017,21.658,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SI,2018,21.378,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SI,2019,21.968,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SI,2020,25,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SI,2021,25,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SI,2022,25.002,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SK,2004,6.391,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SK,2005,6.36,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SK,2006,6.584,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SK,2007,7.766,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SK,2008,7.723,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SK,2009,9.368,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SK,2010,9.099,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SK,2011,10.348,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SK,2012,10.453,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SK,2013,10.133,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SK,2014,11.713,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SK,2015,12.882,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SK,2016,12.029,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SK,2017,11.465,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SK,2018,11.896,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SK,2019,16.894,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SK,2020,17.345,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SK,2021,17.419,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,SK,2022,17.501,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,XK,2004,20.541,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,XK,2005,19.773,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,XK,2006,19.511,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,XK,2007,18.812,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,XK,2008,18.429,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,XK,2009,18.23,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,XK,2010,18.23,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,XK,2011,17.598,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,XK,2012,18.625,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,XK,2013,18.823,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,XK,2014,19.544,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,XK,2015,18.484,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,XK,2016,24.472,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,XK,2017,23.082,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,XK,2018,24.616,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,XK,2019,24.215,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,XK,2020,24.401,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,XK,2021,22.14,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,XK,2022,18.779,
